[	-0.074747779	]
[	-0.079799593	]
[	-0.075684471	]
[	-0.078330456	]
[	-0.068918851	]
[	-0.078345106	]
[	-0.053211854	]
[	-0.079080513	]
[	 -0.06902869	]
[	-0.067567342	]
[	-0.083502182	]
[	-0.065821013	]
[	-0.079825533	]
[	-0.082719126	]
[	-0.070489223	]
[	-0.063021225	]
[	-0.066091899	]
[	-0.067741872	]
[	 -0.06302373	]
[	-0.072799134	]
[	-0.076680827	]
[	 -0.07585354	]
[	-0.062987991	]
[	-0.081328886	]
[	-0.091612861	]
[	-0.057663436	]
[	-0.075695963	]
[	-0.087491357	]
[	-0.076046302	]
[	-0.080952515	]
[	-0.075390602	]
[	-0.068456075	]
[	-0.079126794	]
[	-0.083427323	]
[	-0.086707785	]
[	-0.068278691	]
[	-0.072291056	]
[	-0.068442251	]
[	-0.082481693	]
[	-0.080009394	]
[	-0.094580138	]
[	-0.082726123	]
[	-0.092337655	]
[	 -0.08657796	]
[	-0.089036919	]
[	-0.097767188	]
[	-0.084162092	]
[	-0.094948872	]
[	-0.082915384	]
[	-0.095139051	]
[	-0.085988775	]
[	-0.077762506	]
[	-0.092374231	]
[	-0.078291743	]
[	-0.081714354	]
[	-0.091666015	]
[	 -0.10342165	]
[	-0.087019737	]
[	-0.084731376	]
[	  -0.1010773	]
[	 -0.07638168	]
[	-0.071929389	]
[	-0.076249823	]
[	-0.064351245	]
[	  0.02713477	]
[	  0.00968219	]
[	 0.024617966	]
[	 0.020385017	]
[	  0.01625121	]
[	 0.023706626	]
[	 0.020645179	]
[	 0.027396761	]
[	 0.025235126	]
[	 0.032718185	]
[	 0.019581505	]
[	 0.031699538	]
[	 0.031989787	]
[	 0.029315317	]
[	 0.027650934	]
[	 0.012690836	]
[	 0.026127842	]
[	 0.010315612	]
[	 0.026938352	]
[	 0.016506966	]
[	 0.015355094	]
[	 0.028833065	]
[	 0.020796591	]
[	 0.020324925	]
[	 0.014427566	]
[	 0.024877488	]
[	 0.036151378	]
[	 0.014902721	]
[	 0.026642975	]
[	 0.010621816	]
[	 0.033464164	]
[	 0.026980455	]
[	 0.025217545	]
[	 0.024829619	]
[	 0.014358633	]
[	 0.026252026	]
[	-0.0076252614	]
[	-0.00081233781	]
[	-0.00072193164	]
[	0.0013957773	]
[	-0.0045040757	]
[	-0.00074825815	]
[	 0.012120474	]
[	0.0054699281	]
[	-0.0036582506	]
[	0.0022506908	]
[	0.0077279951	]
[	0.0057924972	]
[	-0.00024191364	]
[	 0.010300691	]
[	 0.001507678	]
[	-0.0096944836	]
[	-0.0080920066	]
[	0.0014254145	]
[	 0.002362292	]
[	-0.003675152	]
[	 0.016735694	]
[	  0.01694141	]
[	0.0033888308	]
[	0.00033349433	]
[	 0.018285745	]
[	 0.012287423	]
[	  0.01238468	]
[	 0.013645198	]
[	0.0071472262	]
[	 0.007376422	]
[	 0.024866608	]
[	 0.018385975	]
[	 0.017355421	]
[	 0.012593195	]
[	 0.019447919	]
[	 0.016806802	]
[	 0.032685705	]
[	 0.014281046	]
[	 0.017028432	]
[	0.0075004199	]
[	-0.00045902814	]
[	0.0082765574	]
[	  0.01289904	]
[	-0.0004914445	]
[	-0.00048570785	]
[	0.0083740386	]
[	0.0084617133	]
[	0.0071794855	]
[	 0.012592891	]
[	 0.014378043	]
[	0.0057875304	]
[	0.0071702031	]
[	0.0004209178	]
[	0.0030565135	]
[	0.0032563311	]
[	0.0063266861	]
[	0.0021028883	]
[	   0.0117308	]
[	0.0037517803	]
[	 0.008785091	]
[	 0.020794773	]
[	 0.021212186	]
[	 0.021599925	]
[	 0.011111724	]
[	0.0028704421	]
[	 0.013536767	]
[	 0.012112158	]
[	 0.013664701	]
[	 0.017571474	]
[	 0.011642526	]
[	 0.010281264	]
[	 0.018035837	]
[	0.0018545462	]
[	 0.021059899	]
[	0.0093044127	]
[	 0.008198022	]
[	 0.015879866	]
[	  0.01287902	]
[	 0.025554086	]
[	0.0036848083	]
[	0.0018418233	]
[	 0.017917423	]
[	 0.018516146	]
[	0.0068688354	]
[	 0.022854705	]
[	0.0016833736	]
[	  0.01757526	]
[	 0.014564558	]
[	 0.023472147	]
[	 0.017183263	]
[	 0.013432377	]
[	 0.022863111	]
[	 0.017681176	]
[	 0.021860313	]
[	  0.02242053	]
[	 0.020167225	]
[	-0.007855437	]
[	  0.03025432	]
[	 0.012799796	]
[	 0.018590915	]
[	 0.033227698	]
[	 0.032640916	]
[	 0.021625962	]
[	 0.025021942	]
[	 0.023909947	]
[	  0.02710232	]
[	 0.020612935	]
[	 0.017419962	]
[	 0.023199762	]
[	 0.019455621	]
[	 0.031603515	]
[	 0.038222952	]
[	 0.036258647	]
[	 0.032971834	]
[	 0.025476977	]
[	 0.036455112	]
[	 0.033996769	]
[	 0.029700353	]
[	 0.022341443	]
[	 0.028626559	]
[	 0.029540379	]
[	 0.028630723	]
[	 0.025723669	]
[	 0.030174632	]
[	 0.028633508	]
[	 0.028315939	]
[	 0.033818562	]
[	 0.029442065	]
[	 0.027846076	]
[	0.0072343798	]
[	 0.025734549	]
[	 0.026863095	]
[	 0.034787244	]
[	 0.023470306	]
[	 0.028707264	]
[	 0.026281007	]
[	 0.025123913	]
[	0.0082007487	]
[	 0.023663396	]
[	 0.021452577	]
[	 0.020897218	]
[	 0.023774003	]
[	  0.02077201	]
[	 0.015336983	]
[	  0.01142192	]
[	0.0060492049	]
[	 0.011731698	]
[	0.0029489655	]
[	 0.010771833	]
[	 0.013146833	]
[	 0.013285314	]
[	 0.011160112	]
[	0.0088279447	]
[	 0.026244354	]
[	 0.012652111	]
[	 0.014987259	]
[	 0.013388302	]
[	 0.010407286	]
[	 0.003916078	]
[	0.0066590318	]
[	 0.021670414	]
[	 0.014810632	]
[	 0.021713111	]
[	 0.026723104	]
[	 0.014128525	]
[	 0.028852499	]
[	 0.021073156	]
[	 0.041068221	]
[	 0.014782991	]
[	 0.027369353	]
[	 0.009529719	]
[	0.0047087054	]
[	 0.029902825	]
[	 0.018148268	]
[	 0.022992833	]
[	 0.022237307	]
[	 0.025300022	]
[	 0.028938756	]
[	 0.032257595	]
[	 0.036245923	]
[	 0.026473056	]
[	-0.0026212295	]
[	 0.020308584	]
[	 0.010740339	]
[	 0.015755426	]
[	 0.014118965	]
[	 0.013070253	]
[	 0.024590803	]
[	0.0086765174	]
[	-0.0010948433	]
[	 0.029460367	]
[	0.0029162866	]
[	0.0073996896	]
[	0.0047356312	]
[	 0.012584076	]
[	0.0026347843	]
[	0.0065749402	]
[	 0.013836067	]
[	0.0028581437	]
[	 0.021337681	]
[	0.0094764522	]
[	  0.01312583	]
[	 0.017152849	]
[	  0.02108566	]
[	-0.0019325759	]
[	0.0099797456	]
[	 0.015835852	]
[	 0.016727027	]
[	0.0027120239	]
[	0.00036876675	]
[	0.0094929268	]
[	 0.012379068	]
[	0.0060327384	]
[	0.0029617146	]
[	  0.03058695	]
[	 0.016629788	]
[	 0.017498773	]
[	  0.02173716	]
[	0.0060014384	]
[	0.0085197357	]
[	 0.023139176	]
[	 0.015983261	]
[	 0.010764347	]
[	0.0079047779	]
[	 0.012580635	]
[	 0.013852392	]
[	0.0037983386	]
[	0.0049347118	]
[	0.0096327538	]
[	0.0053671185	]
[	0.0010628942	]
[	 0.014852471	]
[	0.0013458396	]
[	 0.005735289	]
[	 0.020423517	]
[	0.0010384689	]
[	-0.0043853851	]
[	-0.0012015341	]
[	0.0062440397	]
[	0.0077072716	]
[	 0.009418499	]
[	 0.010086638	]
[	 0.016926388	]
[	-0.00091548525	]
[	 0.015332347	]
[	 0.012678959	]
[	 0.021159953	]
[	 0.013288837	]
[	0.0095734601	]
[	-0.0023319966	]
[	 0.010850589	]
[	-0.0068552259	]
[	0.0069579455	]
[	0.0092610592	]
[	0.0047967872	]
[	0.0022356297	]
[	-0.0013229679	]
[	 0.014125582	]
[	0.0068260801	]
[	0.0042158226	]
[	0.0045593022	]
[	 0.012156572	]
[	0.0011876488	]
[	  0.01073441	]
[	-0.00030914226	]
[	0.00099794524	]
[	 0.019839323	]
