[	 -0.50412888	]
[	-2.9308854e-05	]
[	0.00017123994	]
[	-8.5505443e-05	]
[	-0.00042145339	]
[	0.00057561405	]
[	-1.1274895e-05	]
[	 5.53182e-06	]
[	           0	]
[	-2.0723911e-06	]
[	7.6351922e-05	]
[	1.2880201e-05	]
[	-0.00022870943	]
[	0.00015665299	]
[	9.0217017e-06	]
[	9.0732295e-06	]
[	1.5471747e-05	]
[	-5.8382126e-05	]
[	-3.5870037e-05	]
[	-9.5487001e-05	]
[	-6.789675e-06	]
[	1.8293568e-06	]
[	1.3074573e-05	]
[	-0.00013522458	]
[	6.6874301e-05	]
[	0.00010018982	]
[	2.3394742e-05	]
[	-7.2123748e-05	]
[	7.1837578e-05	]
[	1.2484712e-05	]
[	-8.647348e-05	]
[	0.00011749282	]
[	-1.3781919e-05	]
[	2.4724265e-05	]
[	           0	]
[	0.00031966047	]
[	7.9660398e-05	]
[	7.5884823e-05	]
[	-1.3326173e-05	]
[	           0	]
[	           0	]
[	-5.9049138e-05	]
[	-2.6194857e-05	]
[	           0	]
[	-8.6884913e-05	]
[	           0	]
[	           0	]
[	           0	]
[	-4.1675115e-05	]
[	-5.748053e-05	]
[	3.004771e-05	]
[	-3.6296644e-05	]
[	-1.6361127e-05	]
[	           0	]
[	           0	]
[	2.3030606e-05	]
[	1.3225127e-05	]
[	-1.0207367e-05	]
[	1.2480843e-05	]
[	-8.5938549e-05	]
[	-0.00016264518	]
[	-3.7017403e-06	]
[	           0	]
[	-6.9084718e-05	]
[	           0	]
[	1.3250279e-05	]
[	           0	]
[	0.00027769469	]
[	3.2470099e-05	]
[	-1.7483439e-05	]
[	           0	]
[	3.793397e-05	]
[	-7.9989128e-05	]
[	           0	]
[	           0	]
[	0.00024257119	]
[	-0.00022104529	]
[	-0.00011446123	]
[	-3.1276869e-05	]
[	1.8009897e-07	]
[	-9.6989543e-05	]
[	-8.6640006e-05	]
[	0.00017139976	]
[	0.00030235622	]
[	3.1865265e-05	]
[	7.1274429e-06	]
[	           0	]
[	1.4346977e-06	]
[	           0	]
[	-2.3947974e-05	]
[	           0	]
[	-3.7516309e-05	]
[	-4.6228874e-06	]
[	8.4957207e-05	]
[	-1.8365639e-05	]
[	-6.6565595e-06	]
[	-1.2313497e-05	]
[	5.2546014e-06	]
[	4.1973805e-05	]
[	-9.4409994e-05	]
[	3.4746093e-05	]
[	8.7840919e-05	]
[	-3.7736875e-06	]
[	1.7849819e-05	]
[	-0.00010698328	]
[	-1.2703608e-05	]
[	           0	]
[	4.316783e-06	]
[	1.2907063e-06	]
[	-6.1659685e-05	]
[	           0	]
[	-7.5442865e-05	]
[	           0	]
[	-0.00012923137	]
[	-7.7732646e-06	]
[	-0.00013599707	]
[	-2.1044374e-05	]
[	-0.00017406592	]
[	-1.9259779e-05	]
[	           0	]
[	-0.00011321163	]
[	           0	]
[	-1.7728656e-05	]
[	-3.0395463e-06	]
[	2.0784243e-05	]
[	-4.6679133e-06	]
[	-2.6668832e-05	]
[	-1.9924399e-06	]
[	1.7491004e-06	]
[	-7.9852024e-06	]
[	1.1143848e-05	]
[	0.00043891136	]
[	-9.1609784e-06	]
[	-0.00014673864	]
[	-1.5046939e-05	]
[	2.9000629e-05	]
[	-0.00046351764	]
[	2.1970723e-05	]
[	-7.2923205e-06	]
[	-4.3964915e-05	]
[	-0.00045767869	]
[	-1.4131837e-05	]
[	0.0005230185	]
[	           0	]
